yourlist:M201912038471C63D39733769F8E060B506551E125F0C55R	isomap:M201912038471C63D39733769F8E060B506551E125F0C55R	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
ENSG00000130733		Q9BWQ6	YIPF2_HUMAN	reviewed	Protein YIPF2 (YIP1 family member 2)	YIPF2	Homo sapiens (Human)	316
ENSG00000142444		Q9BSF4	TIM29_HUMAN	reviewed	Mitochondrial import inner membrane translocase subunit Tim29 (TIM29)	TIMM29 c19orf52	Homo sapiens (Human)	260
ENSG00000127616	ENSG00000127616 -> P51532-1;P51532-2;P51532-3;P51532-4;P51532-5	P51532	SMCA4_HUMAN	reviewed	Transcription activator BRG1 (EC 3.6.4.-) (ATP-dependent helicase SMARCA4) (BRG1-associated factor 190A) (BAF190A) (Mitotic growth and transcription activator) (Protein BRG-1) (Protein brahma homolog 1) (SNF2-beta) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 4)	SMARCA4 BAF190A BRG1 SNF2B SNF2L4	Homo sapiens (Human)	1647
ENSG00000130164	ENSG00000130164 -> P01130-1;P01130-2;P01130-3;P01130-4;P01130-5	P01130	LDLR_HUMAN	reviewed	Low-density lipoprotein receptor (LDL receptor)	LDLR	Homo sapiens (Human)	860
ENSG00000161888		Q8NBT2	SPC24_HUMAN	reviewed	Kinetochore protein Spc24 (hSpc24)	SPC24 SPBC24	Homo sapiens (Human)	197
ENSG00000197256	ENSG00000197256 -> Q63ZY3-1;Q63ZY3-2;Q63ZY3-3	Q63ZY3	KANK2_HUMAN	reviewed	KN motif and ankyrin repeat domain-containing protein 2 (Ankyrin repeat domain-containing protein 25) (Matrix-remodeling-associated protein 3) (SRC-1-interacting protein) (SIP) (SRC-interacting protein) (SRC1-interacting protein)	KANK2 ANKRD25 KIAA1518 MXRA3 SIP	Homo sapiens (Human)	851
ENSG00000130158		Q96HP0	DOCK6_HUMAN	reviewed	Dedicator of cytokinesis protein 6	DOCK6 KIAA1395	Homo sapiens (Human)	2047
ENSG00000105514		O95716	RAB3D_HUMAN	reviewed	Ras-related protein Rab-3D	RAB3D GOV RAB16	Homo sapiens (Human)	219
ENSG00000105518		Q6UW68	TM205_HUMAN	reviewed	Transmembrane protein 205	TMEM205 UNQ501/PRO1018	Homo sapiens (Human)	189
ENSG00000183401	ENSG00000183401 -> P0C7I6-2	P0C7I6	CC159_HUMAN	reviewed	Coiled-coil domain-containing protein 159	CCDC159	Homo sapiens (Human)	297
ENSG00000105520	ENSG00000105520 -> Q96GM1-1;Q96GM1-2	Q96GM1	PLPR2_HUMAN	reviewed	Phospholipid phosphatase-related protein type 2 (EC 3.1.3.4) (Lipid phosphate phosphatase-related protein type 2) (Plasticity-related gene 4 protein) (PRG-4)	PLPPR2 LPPR2 PRG4	Homo sapiens (Human)	343
ENSG00000173928		Q6NVH7	SWAP1_HUMAN	reviewed	ATPase SWSAP1 (SWIM-type zinc finger 7-associated protein 1) (SWS1-associated protein 1) (ZSWIM7-associated protein 1) (ZSWIM7AP1)	SWSAP1 C19orf39	Homo sapiens (Human)	229
ENSG00000187266	ENSG00000187266 -> P19235-1;P19235-3	P19235	EPOR_HUMAN	reviewed	Erythropoietin receptor (EPO-R)	EPOR	Homo sapiens (Human)	508
ENSG00000198003	ENSG00000198003 -> A5D8V7-1	A5D8V7	CC151_HUMAN	reviewed	Coiled-coil domain-containing protein 151	CCDC151	Homo sapiens (Human)	595
ENSG00000130175	ENSG00000130175 -> P14314-1;P14314-2	P14314	GLU2B_HUMAN	reviewed	Glucosidase 2 subunit beta (80K-H protein) (Glucosidase II subunit beta) (Protein kinase C substrate 60.1 kDa protein heavy chain) (PKCSH)	PRKCSH G19P1	Homo sapiens (Human)	528
ENSG00000130159	ENSG00000130159 -> Q9BQ95-1;Q9BQ95-2;Q9BQ95-3;Q9BQ95-4	Q9BQ95	ECSIT_HUMAN	reviewed	Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial (Protein SITPEC)	ECSIT	Homo sapiens (Human)	431
ENSG00000130176	ENSG00000130176 -> P51911-1	P51911	CNN1_HUMAN	reviewed	Calponin-1 (Basic calponin) (Calponin H1, smooth muscle)	CNN1	Homo sapiens (Human)	297
ENSG00000130165		P60002	ELOF1_HUMAN	reviewed	Transcription elongation factor 1 homolog	ELOF1	Homo sapiens (Human)	83
ENSG00000198551		Q7L945	ZN627_HUMAN	reviewed	Zinc finger protein 627	ZNF627	Homo sapiens (Human)	461
ENSG00000197933	ENSG00000197933 -> P16415-1	P16415	ZN823_HUMAN	reviewed	Zinc finger protein 823 (Zinc finger protein ZFP-36)	ZNF823 ZFP36	Homo sapiens (Human)	610
ENSG00000197044	ENSG00000197044 -> Q8N8Z8-1	Q8N8Z8	ZN441_HUMAN	reviewed	Zinc finger protein 441	ZNF441	Homo sapiens (Human)	693
ENSG00000177599		Q8N8L2	ZN491_HUMAN	reviewed	Zinc finger protein 491	ZNF491	Homo sapiens (Human)	437
ENSG00000171295		Q8IYI8	ZN440_HUMAN	reviewed	Zinc finger protein 440	ZNF440	Homo sapiens (Human)	595
ENSG00000171291		Q8NDP4	ZN439_HUMAN	reviewed	Zinc finger protein 439	ZNF439	Homo sapiens (Human)	499
ENSG00000198429	ENSG00000198429 -> Q9UC07-1;Q9UC07-2	Q9UC07	ZNF69_HUMAN	reviewed	Zinc finger protein 69 (hZNF3)	ZNF69	Homo sapiens (Human)	566
ENSG00000196757		Q9H0M5	ZN700_HUMAN	reviewed	Zinc finger protein 700	ZNF700	Homo sapiens (Human)	742
ENSG00000197647	ENSG00000197647 -> Q8N7K0-1;Q8N7K0-2	Q8N7K0	ZN433_HUMAN	reviewed	Zinc finger protein 433	ZNF433	Homo sapiens (Human)	673
ENSG00000257446		C9JN71	ZN878_HUMAN	reviewed	Zinc finger protein 878	ZNF878	Homo sapiens (Human)	531
ENSG00000223547		Q08AG5	ZN844_HUMAN	reviewed	Zinc finger protein 844	ZNF844	Homo sapiens (Human)	666
ENSG00000132010		P17024	ZNF20_HUMAN	reviewed	Zinc finger protein 20 (Zinc finger protein KOX13)	ZNF20 KOX13	Homo sapiens (Human)	532
ENSG00000257591	ENSG00000257591 -> Q96I27-2	Q96I27	ZN625_HUMAN	reviewed	Zinc finger protein 625	ZNF625	Homo sapiens (Human)	306
ENSG00000196646		P52737	ZN136_HUMAN	reviewed	Zinc finger protein 136	ZNF136	Homo sapiens (Human)	540
ENSG00000197857	ENSG00000197857 -> P15621-1;P15621-2;P15621-3	P15621	ZNF44_HUMAN	reviewed	Zinc finger protein 44 (Gonadotropin-inducible ovary transcription repressor 2) (GIOT-2) (Zinc finger protein 55) (Zinc finger protein 58) (Zinc finger protein KOX7)	ZNF44 GIOT2 KOX7 ZNF55 ZNF58	Homo sapiens (Human)	663
ENSG00000188868	ENSG00000188868 -> Q8TA94-1	Q8TA94	ZN563_HUMAN	reviewed	Zinc finger protein 563	ZNF563	Homo sapiens (Human)	476
ENSG00000198342	ENSG00000198342 -> Q9H7R0-1;Q9H7R0-2	Q9H7R0	ZN442_HUMAN	reviewed	Zinc finger protein 442	ZNF442	Homo sapiens (Human)	627
ENSG00000196466	ENSG00000196466 -> Q96GE5-1	Q96GE5	ZN799_HUMAN	reviewed	Zinc finger protein 799 (Zinc finger protein 842)	ZNF799 ZNF842	Homo sapiens (Human)	643
ENSG00000180855		Q9Y2A4	ZN443_HUMAN	reviewed	Zinc finger protein 443 (Krueppel-type zinc finger protein ZK1)	ZNF443	Homo sapiens (Human)	671
ENSG00000249709		Q8TBZ8	ZN564_HUMAN	reviewed	Zinc finger protein 564	ZNF564	Homo sapiens (Human)	553
ENSG00000188033		Q9ULM2	ZN490_HUMAN	reviewed	Zinc finger protein 490	ZNF490 KIAA1198	Homo sapiens (Human)	529
ENSG00000173875	ENSG00000173875 -> Q3KP31-1	Q3KP31	ZN791_HUMAN	reviewed	Zinc finger protein 791	ZNF791	Homo sapiens (Human)	576
ENSG00000104774	ENSG00000104774 -> O00754-1;O00754-2	O00754	MA2B1_HUMAN	reviewed	Lysosomal alpha-mannosidase (Laman) (EC 3.2.1.24) (Lysosomal acid alpha-mannosidase) (Mannosidase alpha class 2B member 1) (Mannosidase alpha-B) [Cleaved into: Lysosomal alpha-mannosidase A peptide; Lysosomal alpha-mannosidase B peptide; Lysosomal alpha-mannosidase C peptide; Lysosomal alpha-mannosidase D peptide; Lysosomal alpha-mannosidase E peptide]	MAN2B1 LAMAN MANB	Homo sapiens (Human)	1011
ENSG00000123154		Q9BRX9	WDR83_HUMAN	reviewed	WD repeat domain-containing protein 83 (Mitogen-activated protein kinase organizer 1) (MAPK organizer 1)	WDR83 MORG1	Homo sapiens (Human)	315
ENSG00000105583		Q9Y284	ASTER_HUMAN	reviewed	Protein Asterix (WD repeat domain 83 opposite strand) (WDR83 opposite strand)	WDR83OS C19orf56 CGI-140 My006 PTD008	Homo sapiens (Human)	106
ENSG00000095059	ENSG00000095059 -> P49366-1;P49366-2;P49366-3	P49366	DHYS_HUMAN	reviewed	Deoxyhypusine synthase (DHS) (EC 2.5.1.46)	DHPS DS	Homo sapiens (Human)	369
ENSG00000132004	ENSG00000132004 -> Q5XUX1-2;Q5XUX1-3	Q5XUX1	FBXW9_HUMAN	reviewed	F-box/WD repeat-containing protein 9 (F-box and WD-40 domain-containing protein 9)	FBXW9 FBW9	Homo sapiens (Human)	488
ENSG00000105576	ENSG00000105576 -> O14787-1;O14787-2	O14787	TNPO2_HUMAN	reviewed	Transportin-2 (Karyopherin beta-2b)	TNPO2	Homo sapiens (Human)	897
ENSG00000123144		Q9BQ61	TRIR_HUMAN	reviewed	Telomerase RNA component interacting RNase (EC 3.1.13.-) (Exoribonuclease TRIR)	TRIR C19orf43	Homo sapiens (Human)	176
ENSG00000198356		O43681	ASNA_HUMAN	reviewed	ATPase ASNA1 (EC 3.6.-.-) (Arsenical pump-driving ATPase) (Arsenite-stimulated ATPase) (Transmembrane domain recognition complex 40 kDa ATPase subunit) (hARSA-I) (hASNA-I)	ASNA1 ARSA TRC40	Homo sapiens (Human)	348
ENSG00000095066	ENSG00000095066 -> Q96ED9-1;Q96ED9-2	Q96ED9	HOOK2_HUMAN	reviewed	Protein Hook homolog 2 (h-hook2) (hHK2)	HOOK2	Homo sapiens (Human)	719
ENSG00000171223		P17275	JUNB_HUMAN	reviewed	Transcription factor jun-B	JUNB	Homo sapiens (Human)	347
ENSG00000167815	ENSG00000167815 -> P32119-1	P32119	PRDX2_HUMAN	reviewed	Peroxiredoxin-2 (EC 1.11.1.15) (Natural killer cell-enhancing factor B) (NKEF-B) (PRP) (Thiol-specific antioxidant protein) (TSA) (Thioredoxin peroxidase 1) (Thioredoxin-dependent peroxide reductase 1)	PRDX2 NKEFB TDPX1	Homo sapiens (Human)	198
ENSG00000104889		O75792	RNH2A_HUMAN	reviewed	Ribonuclease H2 subunit A (RNase H2 subunit A) (EC 3.1.26.4) (Aicardi-Goutieres syndrome 4 protein) (AGS4) (RNase H(35)) (Ribonuclease HI large subunit) (RNase HI large subunit) (Ribonuclease HI subunit A)	RNASEH2A RNASEHI RNHIA	Homo sapiens (Human)	299
ENSG00000132026	ENSG00000132026 -> Q9BSG5-1;Q9BSG5-2;Q9BSG5-3	Q9BSG5	RTBDN_HUMAN	reviewed	Retbindin	RTBDN	Homo sapiens (Human)	229
ENSG00000105613		Q9Y2H9	MAST1_HUMAN	reviewed	Microtubule-associated serine/threonine-protein kinase 1 (EC 2.7.11.1) (Syntrophin-associated serine/threonine-protein kinase)	MAST1 KIAA0973 SAST	Homo sapiens (Human)	1570
ENSG00000105612	ENSG00000105612 -> O00115-1	O00115	DNS2A_HUMAN	reviewed	Deoxyribonuclease-2-alpha (EC 3.1.22.1) (Acid DNase) (Deoxyribonuclease II alpha) (DNase II alpha) (Lysosomal DNase II) (R31240_2)	DNASE2 DNASE2A DNL2	Homo sapiens (Human)	360
ENSG00000105607	ENSG00000105607 -> Q92947-1	Q92947	GCDH_HUMAN	reviewed	Glutaryl-CoA dehydrogenase, mitochondrial (GCD) (EC 1.3.8.6)	GCDH	Homo sapiens (Human)	438
ENSG00000161860		Q6PIF2	SYCE2_HUMAN	reviewed	Synaptonemal complex central element protein 2 (Central element synaptonemal complex protein 1)	SYCE2 CESC1	Homo sapiens (Human)	218
ENSG00000179115	ENSG00000179115 -> Q9Y285-1;Q9Y285-2	Q9Y285	SYFA_HUMAN	reviewed	Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (CML33) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS)	FARSA FARS FARSL FARSLA	Homo sapiens (Human)	508
ENSG00000179218		P27797	CALR_HUMAN	reviewed	Calreticulin (CRP55) (Calregulin) (Endoplasmic reticulum resident protein 60) (ERp60) (HACBP) (grp60)	CALR CRTC	Homo sapiens (Human)	417
ENSG00000179262	ENSG00000179262 -> P54725-1;P54725-2;P54725-3	P54725	RD23A_HUMAN	reviewed	UV excision repair protein RAD23 homolog A (HR23A) (hHR23A)	RAD23A	Homo sapiens (Human)	363
ENSG00000179271		Q8TAE8	G45IP_HUMAN	reviewed	Growth arrest and DNA damage-inducible proteins-interacting protein 1 (39S ribosomal protein L59, mitochondrial) (MRP-L59) (CKII beta-associating protein) (CR6-interacting factor 1) (CRIF1) (Mitochondrial large ribosomal subunit protein mL64) (Papillomavirus L2-interacting nuclear protein 1) (PLINP) (PLINP-1) (p53-responsive gene 6 protein)	GADD45GIP1 MRPL59 PLINP1 PRG6	Homo sapiens (Human)	222
ENSG00000008441	ENSG00000008441 -> Q14938-1;Q14938-3;Q14938-4;Q14938-5;Q14938-6	Q14938	NFIX_HUMAN	reviewed	Nuclear factor 1 X-type (NF1-X) (Nuclear factor 1/X) (CCAAT-box-binding transcription factor) (CTF) (Nuclear factor I/X) (NF-I/X) (NFI-X) (TGGCA-binding protein)	NFIX	Homo sapiens (Human)	502
ENSG00000104907	ENSG00000104907 -> Q9NXH9-1;Q9NXH9-2	Q9NXH9	TRM1_HUMAN	reviewed	tRNA (guanine(26)-N(2))-dimethyltransferase (EC 2.1.1.216) (tRNA 2,2-dimethylguanosine-26 methyltransferase) (tRNA(guanine-26,N(2)-N(2)) methyltransferase) (tRNA(m(2,2)G26)dimethyltransferase)	TRMT1	Homo sapiens (Human)	659
ENSG00000160877		Q96RE7	NACC1_HUMAN	reviewed	Nucleus accumbens-associated protein 1 (NAC-1) (BTB/POZ domain-containing protein 14B)	NACC1 BTBD14B NAC1	Homo sapiens (Human)	527
ENSG00000104915	ENSG00000104915 -> O60499-1;O60499-2	O60499	STX10_HUMAN	reviewed	Syntaxin-10 (Syn10)	STX10 SYN10	Homo sapiens (Human)	249
ENSG00000160888		Q9BTL4	IER2_HUMAN	reviewed	Immediate early response gene 2 protein (Protein ETR101)	IER2 ETR101 PIP92	Homo sapiens (Human)	223
ENSG00000104957		P13994	CC130_HUMAN	reviewed	Coiled-coil domain-containing protein 130 (9 kDa protein)	CCDC130 SB115	Homo sapiens (Human)	396
ENSG00000037757	ENSG00000037757 -> Q9BV20-1;Q9BV20-2	Q9BV20	MTNA_HUMAN	reviewed	Methylthioribose-1-phosphate isomerase (M1Pi) (MTR-1-P isomerase) (EC 5.3.1.23) (Mediator of RhoA-dependent invasion) (S-methyl-5-thioribose-1-phosphate isomerase) (Translation initiation factor eIF-2B subunit alpha/beta/delta-like protein)	MRI1 MRDI UNQ6390/PRO21135	Homo sapiens (Human)	369
ENSG00000104979		Q9UNZ5	L10K_HUMAN	reviewed	Leydig cell tumor 10 kDa protein homolog	C19orf53 HSPC023	Homo sapiens (Human)	99
ENSG00000132016	ENSG00000132016 -> Q0VDD7-1;Q0VDD7-2	Q0VDD7	CS057_HUMAN	reviewed	Uncharacterized protein C19orf57 (Pre-T/NK cell-associated protein 3B3)	C19orf57	Homo sapiens (Human)	668
ENSG00000132024	ENSG00000132024 -> Q6P1N0-1;Q6P1N0-2	Q6P1N0	C2D1A_HUMAN	reviewed	Coiled-coil and C2 domain-containing protein 1A (Akt kinase-interacting protein 1) (Five prime repressor element under dual repression-binding protein 1) (FRE under dual repression-binding protein 1) (Freud-1) (Putative NF-kappa-B-activating protein 023N)	CC2D1A AKI1	Homo sapiens (Human)	951
ENSG00000132017		Q66K64	DCA15_HUMAN	reviewed	DDB1- and CUL4-associated factor 15	DCAF15 C19orf72	Homo sapiens (Human)	600
ENSG00000132005		P22670	RFX1_HUMAN	reviewed	MHC class II regulatory factor RFX1 (Enhancer factor C) (EF-C) (Regulatory factor X 1) (RFX) (Transcription factor RFX1)	RFX1	Homo sapiens (Human)	979
ENSG00000104998		Q6UWB1	I27RA_HUMAN	reviewed	Interleukin-27 receptor subunit alpha (IL-27 receptor subunit alpha) (IL-27R subunit alpha) (IL-27R-alpha) (IL-27RA) (Cytokine receptor WSX-1) (Cytokine receptor-like 1) (Type I T-cell cytokine receptor) (TCCR) (ZcytoR1)	IL27RA CRL1 TCCR WSX1 UNQ296/PRO336	Homo sapiens (Human)	636
ENSG00000072062	ENSG00000072062 -> P17612-1;P17612-2	P17612	KAPCA_HUMAN	reviewed	cAMP-dependent protein kinase catalytic subunit alpha (PKA C-alpha) (EC 2.7.11.11)	PRKACA PKACA	Homo sapiens (Human)	351
ENSG00000105011		Q9NVP2	ASF1B_HUMAN	reviewed	Histone chaperone ASF1B (Anti-silencing function protein 1 homolog B) (hAsf1) (hAsf1b) (CCG1-interacting factor A-II) (CIA-II) (hCIA-II)	ASF1B	Homo sapiens (Human)	202
ENSG00000072071	ENSG00000072071 -> O94910-1;O94910-2	O94910	AGRL1_HUMAN	reviewed	Adhesion G protein-coupled receptor L1 (Calcium-independent alpha-latrotoxin receptor 1) (CIRL-1) (Latrophilin-1) (Lectomedin-2)	ADGRL1 KIAA0821 LEC2 LPHN1	Homo sapiens (Human)	1474
ENSG00000123146	ENSG00000123146 -> P48960-1;P48960-2;P48960-3	P48960	CD97_HUMAN	reviewed	CD97 antigen (Leukocyte antigen CD97) (CD antigen CD97) [Cleaved into: CD97 antigen subunit alpha; CD97 antigen subunit beta]	CD97	Homo sapiens (Human)	835
ENSG00000123136	ENSG00000123136 -> O00148-1;O00148-2;O00148-3	O00148	DX39A_HUMAN	reviewed	ATP-dependent RNA helicase DDX39A (EC 3.6.4.13) (DEAD box protein 39) (Nuclear RNA helicase URH49)	DDX39A DDX39	Homo sapiens (Human)	427
ENSG00000123143	ENSG00000123143 -> Q16512-1;Q16512-2	Q16512	PKN1_HUMAN	reviewed	Serine/threonine-protein kinase N1 (EC 2.7.11.13) (Protease-activated kinase 1) (PAK-1) (Protein kinase C-like 1) (Protein kinase C-like PKN) (Protein kinase PKN-alpha) (Protein-kinase C-related kinase 1) (Serine-threonine protein kinase N)	PKN1 PAK1 PKN PRK1 PRKCL1	Homo sapiens (Human)	942
ENSG00000123159	ENSG00000123159 -> O14908-1;O14908-2	O14908	GIPC1_HUMAN	reviewed	PDZ domain-containing protein GIPC1 (GAIP C-terminus-interacting protein) (RGS-GAIP-interacting protein) (RGS19-interacting protein 1) (Synectin) (Tax interaction protein 2) (TIP-2)	GIPC1 C19orf3 GIPC RGS19IP1	Homo sapiens (Human)	333
ENSG00000132002	ENSG00000132002 -> P25685-1;P25685-2	P25685	DNJB1_HUMAN	reviewed	DnaJ homolog subfamily B member 1 (DnaJ protein homolog 1) (Heat shock 40 kDa protein 1) (HSP40) (Heat shock protein 40) (Human DnaJ protein 1) (hDj-1)	DNAJB1 DNAJ1 HDJ1 HSPF1	Homo sapiens (Human)	340
ENSG00000099797	ENSG00000099797 -> Q9NZ01-1	Q9NZ01	TECR_HUMAN	reviewed	Very-long-chain enoyl-CoA reductase (EC 1.3.1.93) (Synaptic glycoprotein SC2) (Trans-2,3-enoyl-CoA reductase) (TER)	TECR GPSN2 SC2	Homo sapiens (Human)	308
ENSG00000099795		P17568	NDUB7_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7 (Cell adhesion protein SQM1) (Complex I-B18) (CI-B18) (NADH-ubiquinone oxidoreductase B18 subunit)	NDUFB7	Homo sapiens (Human)	137
ENSG00000160961	ENSG00000160961 -> Q96JL9-1;Q96JL9-3	Q96JL9	ZN333_HUMAN	reviewed	Zinc finger protein 333	ZNF333 KIAA1806	Homo sapiens (Human)	665
ENSG00000105137	ENSG00000105137 -> Q6ZW31-1;Q6ZW31-2	Q6ZW31	SYDE1_HUMAN	reviewed	Rho GTPase-activating protein SYDE1 (Synapse defective protein 1 homolog 1) (Protein syd-1 homolog 1)	SYDE1	Homo sapiens (Human)	735
ENSG00000105135		A1L0T0	ILVBL_HUMAN	reviewed	Acetolactate synthase-like protein (EC 2.2.1.-) (IlvB-like protein)	ILVBL AHAS	Homo sapiens (Human)	632
ENSG00000141867	ENSG00000141867 -> O60885-1;O60885-2;O60885-3	O60885	BRD4_HUMAN	reviewed	Bromodomain-containing protein 4 (Protein HUNK1)	BRD4 HUNK1	Homo sapiens (Human)	1362
ENSG00000105127		O43823	AKAP8_HUMAN	reviewed	A-kinase anchor protein 8 (AKAP-8) (A-kinase anchor protein 95 kDa) (AKAP 95)	AKAP8 AKAP95	Homo sapiens (Human)	692
ENSG00000011243	ENSG00000011243 -> Q9ULX6-1;Q9ULX6-2	Q9ULX6	AKP8L_HUMAN	reviewed	A-kinase anchor protein 8-like (AKAP8-like protein) (Helicase A-binding protein 95) (HAP95) (Homologous to AKAP95 protein) (HA95) (Neighbor of A-kinase-anchoring protein 95) (Neighbor of AKAP95)	AKAP8L NAKAP NAKAP95 HRIHFB2018	Homo sapiens (Human)	646
ENSG00000011451	ENSG00000011451 -> O95785-2;O95785-3;O95785-4	O95785	WIZ_HUMAN	reviewed	Protein Wiz (Widely-interspaced zinc finger-containing protein) (Zinc finger protein 803)	WIZ ZNF803	Homo sapiens (Human)	1651
ENSG00000167460	ENSG00000167460 -> P67936-1;P67936-2	P67936	TPM4_HUMAN	reviewed	Tropomyosin alpha-4 chain (TM30p1) (Tropomyosin-4)	TPM4	Homo sapiens (Human)	248
ENSG00000167461	ENSG00000167461 -> P61006-1;P61006-2	P61006	RAB8A_HUMAN	reviewed	Ras-related protein Rab-8A (Oncogene c-mel)	RAB8A MEL RAB8	Homo sapiens (Human)	207
ENSG00000105058	ENSG00000105058 -> Q9Y421-1;Q9Y421-3	Q9Y421	FA32A_HUMAN	reviewed	Protein FAM32A (Ovarian tumor-associated gene 12) (OTAG-12)	FAM32A OTAG12 CGI-144	Homo sapiens (Human)	112
ENSG00000072958	ENSG00000072958 -> Q9BXS5-1;Q9BXS5-2	Q9BXS5	AP1M1_HUMAN	reviewed	AP-1 complex subunit mu-1 (AP-mu chain family member mu1A) (Adaptor protein complex AP-1 subunit mu-1) (Adaptor-related protein complex 1 subunit mu-1) (Clathrin assembly protein complex 1 mu-1 medium chain 1) (Clathrin coat assembly protein AP47) (Clathrin coat-associated protein AP47) (Golgi adaptor HA1/AP1 adaptin mu-1 subunit) (Mu-adaptin 1) (Mu1A-adaptin)	AP1M1 CLTNM	Homo sapiens (Human)	423
ENSG00000127527	ENSG00000127527 -> Q9UBC2-1;Q9UBC2-2;Q9UBC2-3;Q9UBC2-4	Q9UBC2	EP15R_HUMAN	reviewed	Epidermal growth factor receptor substrate 15-like 1 (Eps15-related protein) (Eps15R)	EPS15L1 EPS15R	Homo sapiens (Human)	864
ENSG00000105072	ENSG00000105072 -> Q9H6X5-1;Q9H6X5-2	Q9H6X5	CS044_HUMAN	reviewed	Uncharacterized protein C19orf44	C19orf44	Homo sapiens (Human)	657
ENSG00000085872		Q8IWX8	CHERP_HUMAN	reviewed	Calcium homeostasis endoplasmic reticulum protein (ERPROT 213-21) (SR-related CTD-associated factor 6)	CHERP DAN26 SCAF6	Homo sapiens (Human)	916
ENSG00000127526	ENSG00000127526 -> Q96K37-1	Q96K37	S35E1_HUMAN	reviewed	Solute carrier family 35 member E1	SLC35E1 PSEC0038	Homo sapiens (Human)	410
ENSG00000214046		Q9BQ49	SMIM7_HUMAN	reviewed	Small integral membrane protein 7	SMIM7 C19orf42	Homo sapiens (Human)	75
ENSG00000072954		Q9H6F2	TM38A_HUMAN	reviewed	Trimeric intracellular cation channel type A (TRIC-A) (TRICA) (Transmembrane protein 38A)	TMEM38A	Homo sapiens (Human)	299
ENSG00000188039	ENSG00000188039 -> Q149M9-1;Q149M9-2;Q149M9-3	Q149M9	NWD1_HUMAN	reviewed	NACHT domain- and WD repeat-containing protein 1	NWD1	Homo sapiens (Human)	1564
ENSG00000127511	ENSG00000127511 -> O75182-1;O75182-2;O75182-3	O75182	SIN3B_HUMAN	reviewed	Paired amphipathic helix protein Sin3b (Histone deacetylase complex subunit Sin3b) (Transcriptional corepressor Sin3b)	SIN3B KIAA0700	Homo sapiens (Human)	1162
ENSG00000131351	ENSG00000131351 -> Q9BT25-1;Q9BT25-2;Q9BT25-3	Q9BT25	HAUS8_HUMAN	reviewed	HAUS augmin-like complex subunit 8 (HEC1/NDC80-interacting centrosome-associated protein 1) (Sarcoma antigen NY-SAR-48)	HAUS8 HICE1	Homo sapiens (Human)	410
ENSG00000099331	ENSG00000099331 -> Q13459-2	Q13459	MYO9B_HUMAN	reviewed	Unconventional myosin-IXb (Unconventional myosin-9b)	MYO9B MYR5	Homo sapiens (Human)	2157
ENSG00000053501	ENSG00000053501 -> Q9NZ43-1;Q9NZ43-2;Q9NZ43-3	Q9NZ43	USE1_HUMAN	reviewed	Vesicle transport protein USE1 (Putative MAPK-activating protein PM26) (USE1-like protein) (p31)	USE1 USE1L MDS032	Homo sapiens (Human)	259
ENSG00000099330		Q9H607	OCEL1_HUMAN	reviewed	Occludin/ELL domain-containing protein 1	OCEL1	Homo sapiens (Human)	264
ENSG00000160113		P10588	NR2F6_HUMAN	reviewed	Nuclear receptor subfamily 2 group F member 6 (V-erbA-related protein 2) (EAR-2)	NR2F6 EAR2 ERBAL2	Homo sapiens (Human)	404
ENSG00000105393	ENSG00000105393 -> Q9NWV8-1	Q9NWV8	BABA1_HUMAN	reviewed	BRISC and BRCA1-A complex member 1 (Mediator of RAP80 interactions and targeting subunit of 40 kDa) (New component of the BRCA1-A complex)	BABAM1 C19orf62 MERIT40 NBA1 HSPC142	Homo sapiens (Human)	329
ENSG00000130312		Q9BQ48	RM34_HUMAN	reviewed	39S ribosomal protein L34, mitochondrial (L34mt) (MRP-L34) (Mitochondrial large ribosomal subunit protein bL34m)	MRPL34	Homo sapiens (Human)	92
ENSG00000130311		Q9BW61	DDA1_HUMAN	reviewed	DET1- and DDB1-associated protein 1 (Placenta cross-immune reaction antigen 1) (PCIA-1)	DDA1 C19orf58 PCIA1	Homo sapiens (Human)	102
ENSG00000130299	ENSG00000130299 -> Q969Y2-1;Q969Y2-2;Q969Y2-3;Q969Y2-4	Q969Y2	GTPB3_HUMAN	reviewed	tRNA modification GTPase GTPBP3, mitochondrial (GTP-binding protein 3) (Mitochondrial GTP-binding protein 1)	GTPBP3 MTGP1	Homo sapiens (Human)	492
ENSG00000130303	ENSG00000130303 -> Q10589-1	Q10589	BST2_HUMAN	reviewed	Bone marrow stromal antigen 2 (BST-2) (HM1.24 antigen) (Tetherin) (CD antigen CD317)	BST2	Homo sapiens (Human)	180
ENSG00000141971	ENSG00000141971 -> Q96EY5-1	Q96EY5	MB12A_HUMAN	reviewed	Multivesicular body subunit 12A (CIN85/CD2AP family-binding protein) (ESCRT-I complex subunit MVB12A) (Protein FAM125A)	MVB12A CFBP FAM125A	Homo sapiens (Human)	273
